File,Column,Data Value or Column Name Indication,Description of Data Value or Column Name
macro_indicators_2023.csv,Scenario,Global Net-zero,"Canada achieves net-zero emissions by 2050 and the rest of the world reduces emissions enough to limit warming to 1.5°C, by 2050"
macro_indicators_2023.csv,Region,Name of the Column,"Province, territory, or Canadian total"
macro_indicators_2023.csv,Region,Canada,Canada
macro_indicators_2023.csv,Variable,Name of the Column,Variable that the data refers to
macro_indicators_2023.csv,Variable,Real Gross Domestic Product ($2012 Millions),"A measure of economic activity, adjusted for inflation"
macro_indicators_2023.csv,Variable,Population (thousands),Number of people
macro_indicators_2023.csv,Variable,Gross Domestic Product Deflator (2012=100),Index to adjust nominal gross domestic product for inflation
macro_indicators_2023.csv,Variable,Consumer Price Index (2002=100),Index of consumer prices
macro_indicators_2023.csv,Variable,Canada-US Exchange Rate (C$/US$),Canadian dollars required to purchase one U.S. dollar
macro_indicators_2023.csv,Year,Name of the Column,Year that the data refers to
macro_indicators_2023.csv,Year,4 digit integer number between 2005 and 2040,Year that the data refers to
macro_indicators_2023.csv,Value,Name of the Column,Value for a given macroeconomic indicator
macro_indicators_2023.csv,Value,Real Number,Value for a given macroeconomic indicator
natural_gas_drilling_2023.csv,Scenario,Name of the Column,A set of projections based on certain parameters and assumptions about the future.
natural_gas_drilling_2023.csv,Scenario,Current Measures,Limited action in Canada to reduce GHG emissions beyond measures in place today and does not require that Canada achieve net-zero emissions
natural_gas_drilling_2023.csv,Scenario,Canada Net-zero,Canada achieves net-zero emissions by 2050 but rest of the world moves more slowly to reduce GHG emissions.
natural_gas_drilling_2023.csv,Scenario,Global Net-zero,"Canada achieves net-zero emissions by 2050 and the rest of the world reduces emissions enough to limit warming to 1.5°C, by 2050"
natural_gas_drilling_2023.csv,Region,Name of the Column,"Province, territory, or Canadian total"
natural_gas_drilling_2023.csv,Region,Western Canada,"Total of British Columbia, Alberta, Saskatchewan"
natural_gas_drilling_2023.csv,Region,Alberta,Province of Alberta
natural_gas_drilling_2023.csv,Region,British Columbia,Province of British Columbia
natural_gas_drilling_2023.csv,Region,Saskatchewan,Province of Saskatchewan
natural_gas_drilling_2023.csv,Variable,Name of the Column,Variable that the data refers to
natural_gas_drilling_2023.csv,Variable,Total,Total drilling
natural_gas_drilling_2023.csv,Variable,Conventional,Conventional drilling
natural_gas_drilling_2023.csv,Variable,Conventional (Tight Portion),Conventional (Tight Portion) drilling
natural_gas_drilling_2023.csv,Variable,Shale,Shale drilling
natural_gas_drilling_2023.csv,Variable,Coalbed Methane,Coalbed Methane drilling
natural_gas_drilling_2023.csv,Year,Name of the Column,Year that the data refers to
natural_gas_drilling_2023.csv,Year,4 digit integer number between 2005 and 2040,Year that the data refers to
natural_gas_drilling_2023.csv,Value,Name of the Column,Number of wells drilled
natural_gas_drilling_2023.csv,Value,Real Number,Number of wells drilled
natural_gas_production_2023.csv,Scenario,Name of the Column,A set of projections based on certain parameters and assumptions about the future.
natural_gas_production_2023.csv,Scenario,Current Measures,Limited action in Canada to reduce GHG emissions beyond measures in place today and does not require that Canada achieve net-zero emissions
natural_gas_production_2023.csv,Scenario,Canada Net-zero,Canada achieves net-zero emissions by 2050 but rest of the world moves more slowly to reduce GHG emissions.
natural_gas_production_2023.csv,Scenario,Global Net-zero,"Canada achieves net-zero emissions by 2050 and the rest of the world reduces emissions enough to limit warming to 1.5°C, by 2050"
natural_gas_production_2023.csv,Unit,Name of the Column,Unit of measurement
natural_gas_production_2023.csv,Unit,Million Cubic Meters per day,Thousand Cubic Meters per day
natural_gas_production_2023.csv,Unit,Billion Cubic Feet per day,Thousand Barrels per day
natural_gas_production_2023.csv,Region,Name of the Column,"Province, territory, or Canadian total"
natural_gas_production_2023.csv,Region,Canada,Canada
natural_gas_production_2023.csv,Region,Western Canadian Sedimentary Basin,"An ancient sedimentary basin 1.4ÿmillion square kilometers in size that formed over southwest Manitoba, southern Saskatchewan, almost all of Alberta, eastern and northeastern British Columbia, and the southern Yukon and Northwest Territories."
natural_gas_production_2023.csv,Region,Alberta,Province of Alberta
natural_gas_production_2023.csv,Region,British Columbia,Province of British Columbia
natural_gas_production_2023.csv,Region,New Brunswick,Province of New Brunswick
natural_gas_production_2023.csv,Region,Northwest Territories,Northwest Territories
natural_gas_production_2023.csv,Region,Nova Scotia,Province of Nova Scotia
natural_gas_production_2023.csv,Region,Ontario,Province of Ontario
natural_gas_production_2023.csv,Region,Saskatchewan,Province of Saskatchewan
natural_gas_production_2023.csv,Region,Yukon,Yukon territory
natural_gas_production_2023.csv,Variable,Name of the Column,Type of natural gas production
natural_gas_production_2023.csv,Variable,Total,Sum of all production types
natural_gas_production_2023.csv,Variable,Solution,Natural gas produced along with oil from oil wells
natural_gas_production_2023.csv,Variable,Non Associated,Conventional natural gas not produced along with oil from oil wells
natural_gas_production_2023.csv,Variable,Tight,"Gas produced from organic-rich shales or from low permeability sandstone, siltstone, limestone or dolostone reservoirs"
natural_gas_production_2023.csv,Variable,Shale,"A form of unconventional gas trapped within shale; a sedimentary rock originally deposited as clay and dead plankton, characterized by extremely low permeability"
natural_gas_production_2023.csv,Variable,Coalbed Methane,Natural gas that is trapped within coal seams
natural_gas_production_2023.csv,Year,Name of the Column,Year that the data refers to
natural_gas_production_2023.csv,Year,4 digit integer number between 2005 and 2040,Year that the data refers to
natural_gas_production_2023.csv,Value,Name of the Column,Volume of natural gas produced
natural_gas_production_2023.csv,Value,Real Number,Volume of natural gas produced
pentanes_plus_2023.csv,Scenario,Name of the Column,A set of projections based on certain parameters and assumptions about the future.
pentanes_plus_2023.csv,Scenario,Canada Net-zero,Limited action in Canada to reduce GHG emissions beyond measures in place today and does not require that Canada achieve net-zero emissions
pentanes_plus_2023.csv,Scenario,Current Measures,Canada achieves net-zero emissions by 2050 but rest of the world moves more slowly to reduce GHG emissions.
pentanes_plus_2023.csv,Scenario,Global Net-zero,"Canada achieves net-zero emissions by 2050 and the rest of the world reduces emissions enough to limit warming to 1.5°C, by 2050"
pentanes_plus_2023.csv,Unit,Name of the Column,Unit of measurement
pentanes_plus_2023.csv,Unit,Thousand Barrels per day,Thousand Barrels per day
pentanes_plus_2023.csv,Unit,Thousand Cubic Meters per day,Thousand Cubic Meters per day
pentanes_plus_2023.csv,Variable,Name of the Column,Variable that the data refers to
pentanes_plus_2023.csv,Variable,Canada Other Demand,Demand other than diluent or exports.
pentanes_plus_2023.csv,Variable,Diluent Demand,Diluent Demand
pentanes_plus_2023.csv,Variable,Exports from AB to U.S.,Exports from AB to U.S.
pentanes_plus_2023.csv,Variable,Exports from ON to U.S.,Exports from ON to U.S.
pentanes_plus_2023.csv,Variable,Exports from ROC to U.S.,Exports from the rest of Canada (not AB and ON)  to U.S.
pentanes_plus_2023.csv,Variable,Exports from westcoast BC to International,Exports from westcoast BC to International
pentanes_plus_2023.csv,Variable,Oil Sands Solvent Demand,Oil Sands Solvent Demand
pentanes_plus_2023.csv,Variable,ON Petrochemical Demand,ON Petrochemical Demand
pentanes_plus_2023.csv,Variable,Refinery Demand,Refinery Demand
pentanes_plus_2023.csv,Variable,Total Disposition,The sum of all demands and exports
pentanes_plus_2023.csv,Variable,Projected Exports,Projected Exports
pentanes_plus_2023.csv,Variable,Imports to AB from U.S.,Imports to AB from U.S.
pentanes_plus_2023.csv,Variable,Production from Gas Processing,Production from Gas Processing
pentanes_plus_2023.csv,Variable,Production from Oil Sands off-gas,Production from Oil Sands off-gas
pentanes_plus_2023.csv,Variable,Production from Refineries,Production from Refineries
pentanes_plus_2023.csv,Variable,Total Supply,Total Pentanes supply
pentanes_plus_2023.csv,Variable,AB Petrochemical Demand,AB Petrochemical Demand
pentanes_plus_2023.csv,Variable,Total Supply - Total Disposition,The difference between total supply minus total disposition.
pentanes_plus_2023.csv,Variable,Total Pentanes production,Total Production
pentanes_plus_2023.csv,Type,Name of the Column,Source or use
pentanes_plus_2023.csv,Type,Demand,Demand
pentanes_plus_2023.csv,Type,Supply,Supply
pentanes_plus_2023.csv,Type,Balance (Adjustments),The difference between total supply minus total disposition.
pentanes_plus_2023.csv,Year,Name of the Column,Year that the data refers to
pentanes_plus_2023.csv,Year,4 digit integer number between 2005 and 2040,Year that the data refers to
pentanes_plus_2023.csv,Value,Name of the Column,Volume of pentane
pentanes_plus_2023.csv,Value,Real Number,Volume of pentane
propane_2023.csv,Scenario,Name of the Column,A set of projections based on certain parameters and assumptions about the future.
propane_2023.csv,Scenario,Canada Net-zero,Limited action in Canada to reduce GHG emissions beyond measures in place today and does not require that Canada achieve net-zero emissions
propane_2023.csv,Scenario,Current Measures,Canada achieves net-zero emissions by 2050 but rest of the world moves more slowly to reduce GHG emissions.
propane_2023.csv,Scenario,Global Net-zero,"Canada achieves net-zero emissions by 2050 and the rest of the world reduces emissions enough to limit warming to 1.5°C, by 2050"
propane_2023.csv,Unit,Name of the Column,Unit of measurement
propane_2023.csv,Unit,Thousand Barrels per day,Thousand Barrels per day
propane_2023.csv,Unit,Thousand Cubic Meters per day,Thousand Cubic Meters per day
propane_2023.csv,Variable,Name of the Column,Variable that the data refers to
propane_2023.csv,Variable,Canada Other Demand,Other demand in Canada not covered by the other variables
propane_2023.csv,Variable,Diluent Demand,Diluent Demand
propane_2023.csv,Variable,Exports from AB to U.S.,Exports from AB to U.S.
propane_2023.csv,Variable,Exports from ON to U.S.,Exports from ON to U.S.
propane_2023.csv,Variable,Exports from ROC to U.S.,Exports from ROC to U.S.
propane_2023.csv,Variable,Exports from westcoast BC to International,Exports from westcoast BC to International
propane_2023.csv,Variable,Oil Sands Solvent Demand,Oil Sands Solvent Demand
propane_2023.csv,Variable,ON Petrochemical Demand,ON Petrochemical Demand
propane_2023.csv,Variable,Refinery Demand,Refinery demand
propane_2023.csv,Variable,Total Disposition,Total disposition
propane_2023.csv,Variable,Projected Exports,Projected Exports
propane_2023.csv,Variable,Imports to AB from U.S.,Imports to AB from U.S.
propane_2023.csv,Variable,Production from Gas Processing,Production from Gas Processing
propane_2023.csv,Variable,Production from Oil Sands off-gas,Production from Oil Sands off-gas
propane_2023.csv,Variable,Production from Refineries,Production from Refineries
propane_2023.csv,Variable,Total Supply,"Sum of all production sources, imports, stock variations and adjustments"
propane_2023.csv,Variable,AB Petrochemical Demand,AB Petrochemical Demand
propane_2023.csv,Variable,Total Supply - Total Disposition,The difference between total supply minus total disposition.
propane_2023.csv,Variable,Total Production,Sum of all domestic production
propane_2023.csv,Type,Name of the Column,Source or use
propane_2023.csv,Type,Demand,Demand
propane_2023.csv,Type,Supply,Supply
propane_2023.csv,Type,Balance (Adjustments),The difference between total supply minus total disposition.
propane_2023.csv,Year,Name of the Column,Year that the data refers to
propane_2023.csv,Year,4 digit integer number between 2005 and 2040,Year that the data refers to
propane_2023.csv,Value,Name of the Column,Volume of propane
propane_2023.csv,Value,Real Number,Volume of propane
